source_record_id,record_name,organization_or_adscription,admin1_name,municipality_name,website,raw_libreria_ce,pass34_role_review_bucket,pass34_role_review_triggers,pass34_candidate_strict_bookstore_review,pass34_promotion_status,pass34_promotion_blockers,source_record_url,pass62_reclaim_score,pass62_score_known_chain_bonus,pass62_score_named_candidate_bonus,pass62_score_website_present_bonus,pass62_score_raw_libreria_ce_bonus,pass62_score_explicit_libreria_signal_bonus,pass62_score_libros_signal_bonus,pass62_score_ambiguous_name_penalty,pass62_selection_basis,pass62_reclaim_outcome,promotion_status,promotion_authority,promotion_caveat
1078,"Librería del Fondo de Cultura Económica (FCE)/Educal, sucursal Juan García Ponce","FCE/Educal, S.A. de C.V.",Yucatán,Mérida,https://www.fondodeculturaeconomica.com/LibreriasEstado/31,t,known_bookstore_chain_candidate_review,known_chain:fondo de cultura economica;known_chain: fce;known_chain:fce/;known_chain:educal,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1078,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1091,"Librería de Porrúa Hermanos y Compañía, sucursal Iztapalapa Menudeo","Librería de Porrúa Hermanos y Compañía, S.A. de C.V.",Ciudad de México,Iztapalapa,https://porrua.mx/sucursales/,t,known_bookstore_chain_candidate_review,known_chain:porrua,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1091,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1093,Librería Miguel Ángel Porrúa,"Miguel Ángel Porrúa, S.A. de C.V.",Ciudad de México,Álvaro Obregón,https://maporrua.com.mx/,t,known_bookstore_chain_candidate_review,known_chain:porrua,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1093,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1095,"Librería del Fondo de Cultura Económica (FCE)/Educal, sucursal Carlos Monsiváis","FCE/Educal, S.A. de C.V.",Coahuila de Zaragoza,Saltillo,https://www.fondodeculturaeconomica.com/LibreriasEstado/5,t,known_bookstore_chain_candidate_review,known_chain:fondo de cultura economica;known_chain: fce;known_chain:fce/;known_chain:educal,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1095,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1113,"Librería del Fondo de Cultura Económica (FCE)/Educal, sucursal Ceylán","Educal, S.A. de C.V.",Ciudad de México,Azcapotzalco,https://www.fondodeculturaeconomica.com/LibreriasEstado/9,t,known_bookstore_chain_candidate_review,known_chain:fondo de cultura economica;known_chain:educal,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1113,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1114,"Librería del Fondo de Cultura Económica(FCE)/Educal, sucursal pasaje metro Zócalo-Pino Suárez","Educal, S.A. de C.V.",Ciudad de México,Cuauhtémoc,https://www.fondodeculturaeconomica.com/LibreriasEstado/9,t,known_bookstore_chain_candidate_review,known_chain:fondo de cultura economica;known_chain:educal,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1114,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1121,Librería Lectorum,"Lectorum, S.A. de C.V.",Ciudad de México,Iztapalapa,http://www.lectorum.com.mx,t,known_bookstore_chain_candidate_review,known_chain:lectorum,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1121,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1122,"Librería El Alma Zen, Sucursal Coyoacán","Lectorum, S.A. de C.V.",Ciudad de México,Coyoacán,http://www.lectorum.com.mx,t,known_bookstore_chain_candidate_review,known_chain:lectorum,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1122,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1188,"Librerías Gonvill, Sucursal Chihuahua","Librerías Gonvill, S.A. de C.V.",Chihuahua,Chihuahua,https://www.gonvill.com.mx/,t,known_bookstore_chain_candidate_review,known_chain:gonvill,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1188,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1190,"Librería del Fondo de Cultura Económica (FCE)/Educal, sucursal Rosario Castellanos",Fondo de Cultura Económica (FCE),Ciudad de México,Cuauhtémoc,https://www.fondodeculturaeconomica.com/LibreriasEstado/9,t,known_bookstore_chain_candidate_review,known_chain:fondo de cultura economica;known_chain:educal,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1190,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1194,"Librería del Fondo de Culdtura Económica/Educal, sucursal Juan de la Cabada Vera","Educal, S.A. de C.V.",Campeche,Campeche,https://www.fondodeculturaeconomica.com/LibreriasEstado/4,t,known_bookstore_chain_candidate_review,known_chain:educal,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1194,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1196,"Librería del Fondo de Cultura Económica/Educal, sucursal Domo Imax Cecut Tijuana","Educal, S.A. de C.V.",Baja California,Tijuana,https://www.fondodeculturaeconomica.com/LibreriasEstado/2,t,known_bookstore_chain_candidate_review,known_chain:fondo de cultura economica;known_chain:educal,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1196,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1248,"Librería de Porrúa Hermanos y Compañía, Sucursal Palacio de Hierro Puebla","Librería de Porrúa Hermanos y Compañía, S.A. de C.V.",Puebla,Puebla,http://www.porrua.mx,t,known_bookstore_chain_candidate_review,known_chain:porrua,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1248,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1249,"Librería de Porrúa Hermanos y Compañía, Sucursal Puebla","Librería de Porrúa Hermanos y Compañía, S.A. de C.V.",Puebla,Puebla,https://www.porrua.mx/sucursales.php,t,known_bookstore_chain_candidate_review,known_chain:porrua,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1249,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1284,"Librería del Fondo de Cultura Económica/Educal, sucursal Casa Chihuahua","Educal, S.A. de C.V.",Chihuahua,Chihuahua,https://www.fondodeculturaeconomica.com/LibreriasEstado/8,t,known_bookstore_chain_candidate_review,known_chain:fondo de cultura economica;known_chain:educal,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1284,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1287,"Librería del Fondo de Cultura Económica (FCE)/Educal, sucursal Palacio de la Cultura","Educal, S.A. de C.V.",Guerrero,Chilpancingo de los Bravo,https://www.fondodeculturaeconomica.com/LibreriasEstado/12,t,known_bookstore_chain_candidate_review,known_chain:fondo de cultura economica;known_chain:educal,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1287,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1290,"Librería del Fondo de Cultura Económica (FCE)/Educal, sucursal Casa de los Azulejos","Educal, S.A. de C.V.",Tabasco,Centro,https://www.fondodeculturaeconomica.com/LibreriasEstado/27,t,known_bookstore_chain_candidate_review,known_chain:fondo de cultura economica;known_chain:educal,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1290,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1327,"Librería del Fondo de Cultura Económica (FCE)/Educal, sucursal Elsa Cecilia Frost","FCE/Educal, S.A. de C.V.",Ciudad de México,Tlalpan,https://www.fondodeculturaeconomica.com/LibreriasEstado/9,t,known_bookstore_chain_candidate_review,known_chain:fondo de cultura economica;known_chain: fce;known_chain:fce/;known_chain:educal,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1327,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1328,"Librería del Fondo de Cultura Económica (FCE)/Educal, sucursal Víctor L. Urquidi","FCE/Educal, S.A. de C.V.",Ciudad de México,Tlalpan,https://www.fondodeculturaeconomica.com/LibreriasEstado/9,t,known_bookstore_chain_candidate_review,known_chain:fondo de cultura economica;known_chain: fce;known_chain:fce/;known_chain:educal,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1328,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1340,"Librería de Porrúa, sucursal Fórum","Librería de Porrúa Hermanos y Compañía, S.A. de C.V.",Veracruz de Ignacio de la Llave,Coatzacoalcos,https://porrua.mx/sucursales/,t,known_bookstore_chain_candidate_review,known_chain:porrua,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1340,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1479,"Librería del Fondo de Cultura Económica (FCE)/Educal, sucursal Luis González y González","FCE/Educal, S.A. de C.V.",Michoacán de Ocampo,Morelia,https://www.fondodeculturaeconomica.com/LibreriasEstado/16,t,known_bookstore_chain_candidate_review,known_chain:fondo de cultura economica;known_chain: fce;known_chain:fce/;known_chain:educal,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1479,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1482,"Librería de Porrúa Hermanos y Compañia, Sucursal Acapulco","Librería de Porrúa Hermanos y Compañía, S.A. de C.V.",Guerrero,Acapulco de Juárez,https://porrua.mx/sucursales/,t,known_bookstore_chain_candidate_review,known_chain:porrua,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1482,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1486,"Librería de Porrúa Hermanos y Compañía, Sucursal Parque Duraznos","Librería de Porrúa Hermanos y Compañía, S.A. de C.V.",Ciudad de México,Miguel Hidalgo,http://www.porrua.mx/sucursales.php,t,known_bookstore_chain_candidate_review,known_chain:porrua,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1486,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1490,"Librería de Porrúa Hermanos y Compañía, sucursal Condesa","Librería de Porrúa Hermanos y Compañía, S.A. de C.V.",Ciudad de México,Cuauhtémoc,https://porrua.mx/sucursales/,t,known_bookstore_chain_candidate_review,known_chain:porrua,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1490,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1492,"Librería de Porrúa Hermanos y Compañía, Sucursal Lindavista","Librería de Porrúa Hermanos y Compañía, S.A. de C.V.",Ciudad de México,Gustavo A. Madero,https://porrua.mx/sucursales/sucursal-Lindavista/,t,known_bookstore_chain_candidate_review,known_chain:porrua,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1492,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1494,"Librería de Porrúa Hermanos y Compañía, Sucursal Mérida","Librería de Porrúa Hermanos y Compañía, S.A. de C.V.",Yucatán,Mérida,https://www.porrua.mx/sucursales.php,t,known_bookstore_chain_candidate_review,known_chain:porrua,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1494,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1499,"Librería de Porrúa Hermanos y Compañía, Sucursal Outlet Guadalajara","Librería de Porrúa Hermanos y Compañía, S.A. de C.V.",Jalisco,Tlajomulco de Zúñiga,https://www.porrua.mx/sucursales.php,t,known_bookstore_chain_candidate_review,known_chain:porrua,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1499,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1500,"Librería de Porrúa Hermanos y Compañía, Sucursal Outlet Monterrey","Librería de Porrúa Hermanos y Compañía, S.A. de C.V.",Nuevo León,General Escobedo,https://porrua.mx/sucursales/sucursal-Plaza-Outlet-Monterrey/,t,known_bookstore_chain_candidate_review,known_chain:porrua,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1500,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1504,"Librería de Porrúa Hermanos y Comapañía, Sucursal Alameda","Librería de Porrúa Hermanos y Compañía, S.A. de C.V.",Ciudad de México,Cuauhtémoc,https://porrua.mx/sucursales/,t,known_bookstore_chain_candidate_review,known_chain:porrua,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1504,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
1505,"Librería de Porrúa Hermanos y Compañía, Sucursal Pachuca Parque Rehilete","Librería de Porrúa Hermanos y Compañía, S.A. de C.V.",Hidalgo,Pachuca de Soto,https://www.porrua.mx/sucursales.php,t,known_bookstore_chain_candidate_review,known_chain:porrua,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=1505,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
