p3_id,unit,bucket,action_rank,action_class,verification_grade,candidate_or_strategy,visible_cost,ac_status,next_verification_step,live_refresh_policy,provenance_state,archived_chat_evidence,archived_chat_titles,source_layers_linked,p2_note,p7_final_lane,p7_stopline_status,p7_remaining_action,p8_lane,p8_action_rule,p8_turn13_status,p9c_turn16_status,p9c_decision_summary,p9c_source_labels,p9c_remaining_risk
P3-022,Pelotas,2D house/storage,5,P9C focused verified - DEMOTED_UNAVAILABLE,C stale/unavailable - needs targeted replacement if 2D matters,Do not keep as current winner: Chaves now marks the Doutor Amarante page sold/rented or unavailable. Retain only as archived/stale lead pending replacement.,No current actionable cost; archived/stale detail was R$900 rent.,No AC shown; not current-actionable.,Targeted replacement refresh or direct call required before action; do not treat old row as current web-closed.,P6A live refresh completed; do one final listing/agent check immediately before action.,file-backed carried-forward ; P6A_live_refreshed,yes,Property Search Continuation; Sebo Inventory Florianópolis Transit,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_multicity_property_pass_vFINAL ; 2026-05-06_p6a_live_refresh_cluster_turn9_v1,"P4 archive detail: Archive says houses are useful but do not beat the cleanest Centro AC kitnet/loft unless garage/pátio/storage matters. Doutor Amarante is the cheap Centro house; the R$1,800 Centro house with AC bedrooms is the best sub-R$2k AC house. | P6A: Confirm Rua Doutor Amarante as current cheap Centro house/storage lead at R$900 rent. Fees/IPTU and AC remain blank, so it is a cheap house probe; the AC house lane still requires separate refresh if AC matters.",P7-A CURRENT_WINNER_OR_REFRESHED_WINNER,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",No winner-change refresh pending; standard pre-action verification only if selected.,P8-2 SELECTIVE_REFRESH_IF_ACTING,P9C demoted old current candidate; focused replacement/phone verification needed if selected.,updated_by_P9C_turn16,demoted_unavailable,"The page still exposes the address and description, but explicitly says unavailable/sold/rented; must not be used as current web-closed lead.",https://www.chavesnamao.com.br/imovel/casa-para-alugar-2-quartos-rs-pelotas-centro-81m2-RS900/id-27642603/,listing volatility; direct contact required before action
P3-029,Brasília,2C AC challenger,1,Best actionable now - strict/current,A-,Park Studios / SGCVS Lote 11 MGF code 310129701 becomes the current explicit-AC 2C challenger; keep other Park Studios rows as non-AC-shown alternates.,"Explicit-AC row: R$1,850 rent + R$337 condomínio = R$2,187 before IPTU/insurance/utilities.",AC explicit on selected live row,Refresh listing availability; verify AC explicitly; verify exact block/walk/logistics,"Refresh listing/agent immediately before action; verify availability, total monthly cost, exact address, AC claim, and block conditions.",file-backed carried-forward,yes,Centro vs Vila Portes; Metro Station Safety Line 1; Property Search Continuation; Sebo Inventory Florianópolis Transit,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_border_axis_extension_vFINAL,,P7-B SELECTIVE_REFRESH_IF_ACTING,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",P5-B SELECTIVE_REFRESH_IF_ACTING — Refresh only if preparing to act in this city/bucket; otherwise preserve as harmonized winner with standard volatility caveat.,P8-2 SELECTIVE_REFRESH_IF_ACTING,"refresh only if this exact unit/bucket is being acted on; AC evidence may exist, re-verify exact current listing before relying on it",Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-035,Caieiras,2B/2C/2D,2,Best actionable now - standard verify,B,Região Central 14-15m2 micro-unit; Morro Grande 40m2 house; Serpa/Jd Marcelino 55-60m2 house,"R$850; R$960; R$1,100-1,300",verify layout/ventilation/station walk,Refresh listing availability; verify exact block/walk/logistics,"Refresh listing/agent immediately before action; verify availability, total monthly cost, exact address, AC claim, and block conditions.",file-backed carried-forward,yes,Centro vs Vila Portes; Property Search Continuation,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_border_axis_extension_vFINAL,,P7-B SELECTIVE_REFRESH_IF_ACTING,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",P5-B SELECTIVE_REFRESH_IF_ACTING — Refresh only if preparing to act in this city/bucket; otherwise preserve as harmonized winner with standard volatility caveat.,P8-2 SELECTIVE_REFRESH_IF_ACTING,refresh only if this exact unit/bucket is being acted on,Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-031,Campo Limpo/Botujuru,2A commercial,2,Best actionable now - standard verify,B,Centro 32m2 sala; Botujuru 72m2 salão at same Rua Pedro Álvares Cabral cluster,"R$1,700 rent; ~R$2,000 rent",verify fees and station walk,Refresh listing availability; verify exact block/walk/logistics,"Refresh listing/agent immediately before action; verify availability, total monthly cost, exact address, AC claim, and block conditions.",file-backed carried-forward,yes,Centro vs Vila Portes; Property Search Continuation,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_border_axis_extension_vFINAL,,P7-B SELECTIVE_REFRESH_IF_ACTING,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",P5-B SELECTIVE_REFRESH_IF_ACTING — Refresh only if preparing to act in this city/bucket; otherwise preserve as harmonized winner with standard volatility caveat.,P8-2 SELECTIVE_REFRESH_IF_ACTING,refresh only if this exact unit/bucket is being acted on,Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-036,Francisco Morato,2A,2,Best actionable now - standard verify,B,Centro 47/52m2 sala band; Centro 21m2 clean package,"R$1,510-R$1,805",verify condo/IPTU/station walk,Refresh listing availability; verify exact block/walk/logistics,"Refresh listing/agent immediately before action; verify availability, total monthly cost, exact address, AC claim, and block conditions.",file-backed carried-forward,yes,Centro vs Vila Portes; Property Search Continuation,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_border_axis_extension_vFINAL,,P7-B SELECTIVE_REFRESH_IF_ACTING,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",P5-B SELECTIVE_REFRESH_IF_ACTING — Refresh only if preparing to act in this city/bucket; otherwise preserve as harmonized winner with standard volatility caveat.,P8-2 SELECTIVE_REFRESH_IF_ACTING,refresh only if this exact unit/bucket is being acted on,Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-061,Jaguarão,2A,2,Best actionable now - standard verify,B,Sulino Rua Joaquim Caetano 382 Centro sala,"R$1,000 / R$900 pontualidade",verify humidity,Refresh listing availability; verify exact block/walk/logistics,"Refresh listing/agent immediately before action; verify availability, total monthly cost, exact address, AC claim, and block conditions.",file-backed current stopline,yes,Centro vs Vila Portes; Metro Station Safety Line 1; Property Search Continuation; Sebo Inventory Florianópolis Transit,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_uruguaiana_reset_vFINAL,,P7-B SELECTIVE_REFRESH_IF_ACTING,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",P5-B SELECTIVE_REFRESH_IF_ACTING — Refresh only if preparing to act in this city/bucket; otherwise preserve as harmonized winner with standard volatility caveat.,P8-2 SELECTIVE_REFRESH_IF_ACTING,refresh only if this exact unit/bucket is being acted on,Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-062,Jaguarão,2B,2,Best actionable now - standard verify,B,Sulino Rua Bento Gonçalves 1510 B Centro micro-house,R$611.11 / R$550 pontualidade,verify damp/shared patio,Refresh listing availability; verify exact block/walk/logistics,"Refresh listing/agent immediately before action; verify availability, total monthly cost, exact address, AC claim, and block conditions.",file-backed current stopline,yes,Centro vs Vila Portes; Metro Station Safety Line 1; Property Search Continuation; Sebo Inventory Florianópolis Transit,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_uruguaiana_reset_vFINAL,,P7-B SELECTIVE_REFRESH_IF_ACTING,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",P5-B SELECTIVE_REFRESH_IF_ACTING — Refresh only if preparing to act in this city/bucket; otherwise preserve as harmonized winner with standard volatility caveat.,P8-2 SELECTIVE_REFRESH_IF_ACTING,refresh only if this exact unit/bucket is being acted on,Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-063,Jaguarão,2C,2,Best actionable now - standard verify,B,Sulino Rua Curuzu 2095 Centro 2BR,"R$1,111.11 / R$1,000 pontualidade",verify,Refresh listing availability; verify exact block/walk/logistics,"Refresh listing/agent immediately before action; verify availability, total monthly cost, exact address, AC claim, and block conditions.",file-backed current stopline,yes,Centro vs Vila Portes; Metro Station Safety Line 1; Property Search Continuation; Sebo Inventory Florianópolis Transit,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_uruguaiana_reset_vFINAL,,P7-B SELECTIVE_REFRESH_IF_ACTING,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",P5-B SELECTIVE_REFRESH_IF_ACTING — Refresh only if preparing to act in this city/bucket; otherwise preserve as harmonized winner with standard volatility caveat.,P8-2 SELECTIVE_REFRESH_IF_ACTING,refresh only if this exact unit/bucket is being acted on,Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-064,Jaguarão,2D,2,Best actionable now - standard verify,B,Sulino Rua 24 de Maio 552 Centro 2BR + rear large room,"R$1,666.66 / R$1,499.99 pontualidade",verify rear room dry/useful,Refresh listing availability; verify exact block/walk/logistics,"Refresh listing/agent immediately before action; verify availability, total monthly cost, exact address, AC claim, and block conditions.",file-backed current stopline,yes,Centro vs Vila Portes; Metro Station Safety Line 1; Property Search Continuation; Sebo Inventory Florianópolis Transit,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_uruguaiana_reset_vFINAL,,P7-B SELECTIVE_REFRESH_IF_ACTING,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",P5-B SELECTIVE_REFRESH_IF_ACTING — Refresh only if preparing to act in this city/bucket; otherwise preserve as harmonized winner with standard volatility caveat.,P8-2 SELECTIVE_REFRESH_IF_ACTING,refresh only if this exact unit/bucket is being acted on,Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-057,Santa Vitória do Palmar,2A,2,Best actionable now - standard verify,B,Neyta Ramos 187 Centro sala,R$900,AC not controlling,Refresh listing availability; verify AC explicitly; verify exact block/walk/logistics,"Refresh listing/agent immediately before action; verify availability, total monthly cost, exact address, AC claim, and block conditions.",file-backed/current patch,yes,Centro vs Vila Portes; Property Search Continuation,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_uruguaiana_reset_vFINAL,,P7-B SELECTIVE_REFRESH_IF_ACTING,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",P5-B SELECTIVE_REFRESH_IF_ACTING — Refresh only if preparing to act in this city/bucket; otherwise preserve as harmonized winner with standard volatility caveat.,P8-2 SELECTIVE_REFRESH_IF_ACTING,"refresh only if this exact unit/bucket is being acted on; AC evidence may exist, re-verify exact current listing before relying on it",Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-058,Santa Vitória do Palmar,2B,2,Best actionable now - standard verify,B,Neyta Ramos 171 Centro 2BR house,R$930,AC not controlling,Refresh listing availability; verify AC explicitly; verify exact block/walk/logistics,"Refresh listing/agent immediately before action; verify availability, total monthly cost, exact address, AC claim, and block conditions.",file-backed/current patch,yes,Centro vs Vila Portes; Property Search Continuation,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_uruguaiana_reset_vFINAL,,P7-B SELECTIVE_REFRESH_IF_ACTING,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",P5-B SELECTIVE_REFRESH_IF_ACTING — Refresh only if preparing to act in this city/bucket; otherwise preserve as harmonized winner with standard volatility caveat.,P8-2 SELECTIVE_REFRESH_IF_ACTING,"refresh only if this exact unit/bucket is being acted on; AC evidence may exist, re-verify exact current listing before relying on it",Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-059,Santa Vitória do Palmar,2C,2,Best actionable now - standard verify,B,Conrado Alves Guimarães 604 Centro 2BR house,"R$1,100",AC not controlling,Refresh listing availability; verify AC explicitly; verify exact block/walk/logistics,"Refresh listing/agent immediately before action; verify availability, total monthly cost, exact address, AC claim, and block conditions.",file-backed/current patch,yes,Centro vs Vila Portes; Property Search Continuation,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_uruguaiana_reset_vFINAL,,P7-B SELECTIVE_REFRESH_IF_ACTING,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",P5-B SELECTIVE_REFRESH_IF_ACTING — Refresh only if preparing to act in this city/bucket; otherwise preserve as harmonized winner with standard volatility caveat.,P8-2 SELECTIVE_REFRESH_IF_ACTING,"refresh only if this exact unit/bucket is being acted on; AC evidence may exist, re-verify exact current listing before relying on it",Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-049,Santana do Livramento,2A,2,Best actionable now - standard verify,B,Janete Badra 255-JB Rua Senador Salgado Filho 1194,"R$1,000 / ~R$1,195 visible",AC unknown,Refresh listing availability; verify AC explicitly; verify exact block/walk/logistics,"Refresh listing/agent immediately before action; verify availability, total monthly cost, exact address, AC claim, and block conditions.",file-backed/current patch,yes,Centro vs Vila Portes; Property Search Continuation,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_border_axis_extension_vFINAL ; 2026-05-04_post_uruguaiana_reset_vFINAL,,P7-B SELECTIVE_REFRESH_IF_ACTING,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",P5-B SELECTIVE_REFRESH_IF_ACTING — Refresh only if preparing to act in this city/bucket; otherwise preserve as harmonized winner with standard volatility caveat.,P8-2 SELECTIVE_REFRESH_IF_ACTING,refresh only if this exact unit/bucket is being acted on; AC not confirmed from current row,Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-052,Santana do Livramento,2D,2,Best actionable now - standard verify,B,"Charrua LC15921 — Rua Floriano Peixoto 709, Severo de Abreu","R$1,800 + taxas",AC unknown,Refresh listing availability; verify AC explicitly; verify exact block/walk/logistics,"Refresh listing/agent immediately before action; verify availability, total monthly cost, exact address, AC claim, and block conditions.",current_conversation_patch,yes,Centro vs Vila Portes; Property Search Continuation,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_current_chat_patch ; 2026-05-04_post_uruguaiana_reset_vFINAL,,P7-B SELECTIVE_REFRESH_IF_ACTING,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",P5-B SELECTIVE_REFRESH_IF_ACTING — Refresh only if preparing to act in this city/bucket; otherwise preserve as harmonized winner with standard volatility caveat.,P8-2 SELECTIVE_REFRESH_IF_ACTING,refresh only if this exact unit/bucket is being acted on; AC not confirmed from current row,Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-071,Uruguaiana,2A,2,Best actionable now - standard verify,B,"Catto Ref. 573 — Av. Presidente Vargas 2929 Sala 04, Centro","~R$1,015.99",AC not controlling,Refresh listing availability; verify AC explicitly; verify exact block/walk/logistics,"Refresh listing/agent immediately before action; verify availability, total monthly cost, exact address, AC claim, and block conditions.",current_conversation_patch,yes,Centro vs Vila Portes; Sebo Inventory Florianópolis Transit,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_current_chat_patch ; 2026-05-04_post_uruguaiana_reset_vFINAL,,P7-B SELECTIVE_REFRESH_IF_ACTING,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",P5-B SELECTIVE_REFRESH_IF_ACTING — Refresh only if preparing to act in this city/bucket; otherwise preserve as harmonized winner with standard volatility caveat.,P8-2 SELECTIVE_REFRESH_IF_ACTING,"refresh only if this exact unit/bucket is being acted on; AC evidence may exist, re-verify exact current listing before relying on it",Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-072,Uruguaiana,2B,2,Best actionable now - standard verify,B,"Sesipa APARTAMENTO L-01 — Rua Santana 2202, Cond. Dona Luiza, Centro",~R$856.79,AC not controlling,Refresh listing availability; verify AC explicitly; verify exact block/walk/logistics,"Refresh listing/agent immediately before action; verify availability, total monthly cost, exact address, AC claim, and block conditions.",current_conversation_patch,yes,Centro vs Vila Portes; Sebo Inventory Florianópolis Transit,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_current_chat_patch ; 2026-05-04_post_uruguaiana_reset_vFINAL,,P7-B SELECTIVE_REFRESH_IF_ACTING,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",P5-B SELECTIVE_REFRESH_IF_ACTING — Refresh only if preparing to act in this city/bucket; otherwise preserve as harmonized winner with standard volatility caveat.,P8-2 SELECTIVE_REFRESH_IF_ACTING,"refresh only if this exact unit/bucket is being acted on; AC evidence may exist, re-verify exact current listing before relying on it",Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-073,Uruguaiana,2C,2,Best actionable now - standard verify,B,"Apartamento L-05A — Rua Flôres da Cunha 2048, térreo, Centro / Cond. Obelisco","~R$1,020.86 + variable water/electric",AC not controlling,Refresh listing availability; verify AC explicitly; verify exact block/walk/logistics,"Refresh listing/agent immediately before action; verify availability, total monthly cost, exact address, AC claim, and block conditions.",current_conversation_patch,yes,Centro vs Vila Portes; Sebo Inventory Florianópolis Transit,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_current_chat_patch ; 2026-05-04_post_uruguaiana_reset_vFINAL,,P7-B SELECTIVE_REFRESH_IF_ACTING,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",P5-B SELECTIVE_REFRESH_IF_ACTING — Refresh only if preparing to act in this city/bucket; otherwise preserve as harmonized winner with standard volatility caveat.,P8-2 SELECTIVE_REFRESH_IF_ACTING,"refresh only if this exact unit/bucket is being acted on; AC evidence may exist, re-verify exact current listing before relying on it",Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-074,Uruguaiana,2D,2,Best actionable now - standard verify,B,"Central L95 / Ref. 269 — Rua Padre Anchieta 404, Vila Júlia","R$1,700 package",AC not controlling,Refresh listing availability; verify AC explicitly; verify exact block/walk/logistics,"Refresh listing/agent immediately before action; verify availability, total monthly cost, exact address, AC claim, and block conditions.",current_conversation_patch,yes,Centro vs Vila Portes; Sebo Inventory Florianópolis Transit,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_current_chat_patch ; 2026-05-04_post_uruguaiana_reset_vFINAL,,P7-B SELECTIVE_REFRESH_IF_ACTING,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",P5-B SELECTIVE_REFRESH_IF_ACTING — Refresh only if preparing to act in this city/bucket; otherwise preserve as harmonized winner with standard volatility caveat.,P8-2 SELECTIVE_REFRESH_IF_ACTING,"refresh only if this exact unit/bucket is being acted on; AC evidence may exist, re-verify exact current listing before relying on it",Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-011,Esteio outward / Trensurb corridor,2B/2C kitnet/AC,5,Archived detail loaded; live verify before action,B-,São Leopoldo balanced book/rail base; Esteio cheapest; Sapucaia AC/hybrid anomaly,"Esteio Pinto Bandeira R$350–600; Sapucaia Av. Mauá AC hybrid R$650; São Leopoldo Flores da Cunha R$813; Dom João Becker AC R$1,235",Sapucaia Av. Mauá and São Leopoldo Dom João Becker are AC-confirmed; Esteio cheapest not AC-led,"Archive details loaded in P4. Before acting: confirm current availability, total monthly cost, listing-level AC where relevant, exact block/walk/logistics, building rules, humidity/safety, and fees.",Mine recovered archived transcript / prior lead detail first; live-refresh only if the row may become an action candidate.,file-backed carried-forward,yes,Centro vs Vila Portes; Property Search Continuation; Sebo Inventory Florianópolis Transit,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_multicity_property_pass_vFINAL,"P4 archive detail: Archive says outward Trensurb winner is not pure Esteio: São Leopoldo is the real book-and-rail base, Esteio is cheapest, Sapucaia is the AC/hybrid anomaly. Call order starts Flores da Cunha R$813, Sapucaia Av. Mauá R$650 AC, Esteio Pinto Bandeira R$600.",P7-B SELECTIVE_REFRESH_IF_ACTING,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",P5-B SELECTIVE_REFRESH_IF_ACTING — Refresh only if preparing to act in this city/bucket; otherwise preserve as harmonized winner with standard volatility caveat.,P8-2 SELECTIVE_REFRESH_IF_ACTING,"refresh only if this exact unit/bucket is being acted on; AC evidence may exist, re-verify exact current listing before relying on it",Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-028,Brasília,2B AC,1,P9B focused verified - CONFIRMED_STRICT_AC_PRICE_WINNER,A- call before action,"Brasília 2B AC remains SGAN 914 / Ed. Monte Carlo low-cost strict-AC winner: 30 m² Asa Norte kitnet, 1 dorm/1 bath, 1 vaga, quarto with ar-condicionado. Cheaper R$1,342 SGAN 914 row is ignored for strict AC because AC is not shown; R$1,572 explicit-split row is fallback if the R$1,392 row disappears.","Strict AC winner: R$1,000 rent + R$392 condo = R$1,392/month visible, before IPTU/utilities. Cheaper no-AC probe: R$950 + R$392 = R$1,342. Explicit-AC fallback: R$1,200 + R$372 = R$1,572.","Explicit AC in quarto on R$1,392 Monte Carlo row; cheaper R$1,342 row has no AC claim; fallback R$1,572 row has split AC.","Call Imobiliária Brasília/advertiser immediately before action; verify current availability, IPTU/TLP, utility inclusions, AC functioning, exact bloco/unidade, garage status, and contract/guarantee terms.",P9B focused verification completed; no broad crawl; call/refresh only if selecting Brasília 2B AC for action.,file-backed carried-forward ; P9B_focused_verified,yes,Centro vs Vila Portes; Metro Station Safety Line 1; Property Search Continuation; Sebo Inventory Florianópolis Transit,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_border_axis_extension_vFINAL,,P7-C STANDARD_PRE_ACTION_VERIFY,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",P5-C STANDARD_PRE_ACTION_VERIFY — No winner-changing refresh needed now; do ordinary before-action verification only.,P8-3 STANDARD_PRE_ACTION_VERIFY,"standard listing/agent verification; AC evidence may exist, re-verify exact current listing before relying on it",Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-045,Foz do Iguaçu,2A,1,P9B focused verified - CONFIRMED_STRICT_CURRENT,A- call before action,"Foz 2A remains Avenida Brasil 720 / Edifício Comercial João Plínio SA0098/SA0099: 34–36 m² Centro sala, 1 banheiro, explicit ar condicionado na sala, good Centro/Avenida Brasil office spine.","R$1,000 rent + R$50 condomínio + R$70 IPTU ≈ R$1,120/month package.",Explicit ar condicionado na sala on Kenlo/MGA and Chaves mirrors.,"Call MGA/Chaves before action to verify availability, final package, AC installed/functional, building access hours, and exact unit/block conditions.",P9B focused verification completed; no broad crawl; final call only if acting.,file-backed current stopline ; P9B_focused_verified,yes,Centro vs Vila Portes; Property Search Continuation,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_uruguaiana_reset_vFINAL,,P7-C STANDARD_PRE_ACTION_VERIFY,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",P5-C STANDARD_PRE_ACTION_VERIFY — No winner-changing refresh needed now; do ordinary before-action verification only.,P8-3 STANDARD_PRE_ACTION_VERIFY,"standard listing/agent verification; AC evidence may exist, re-verify exact current listing before relying on it",Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-047,Foz do Iguaçu,2C,1,P9B focused verified - UPDATED_STRICT_AC_PRICE_WINNER,A- call before action,"Foz 2C strict-AC price winner updated inside Edifício Aloha/Rua Evaristo da Veiga: Apto 204 appears cheaper (2BR, 60 m², AC in quartos and sala, no garage shown); Apto 104/101 remain parking/condo-included fallbacks.","Apto 204: R$1,400 rent with title/package around R$1,459.17/month. Apto 104: R$1,500 rent with condomínio included. Apto 101 mirror: around R$1,559.17/month.",Explicit AC in bedrooms and sala on Aloha 204/104/101 rows.,"Call Cabral & Francisquette/Dumond broker before action; verify if Apto 204 is still available, whether condominium/IPTU are included, garage status, AC condition, and exact Ponte-access block context.",P9B focused verification completed; no broad crawl; final call only if acting.,file-backed current stopline ; P9B_focused_verified ; candidate_updated,yes,Centro vs Vila Portes; Property Search Continuation,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_uruguaiana_reset_vFINAL,,P7-C STANDARD_PRE_ACTION_VERIFY,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",P5-C STANDARD_PRE_ACTION_VERIFY — No winner-changing refresh needed now; do ordinary before-action verification only.,P8-3 STANDARD_PRE_ACTION_VERIFY,"standard listing/agent verification; AC evidence may exist, re-verify exact current listing before relying on it",Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
P3-024,Santos,2A,1,P9B focused verified - UPDATED_CHEAP_AC_MICRO_SALA,"B+ older listing, call-first","Santos 2A updated to Rua Amador Bueno 20 m² micro-sala as price/AC anchor: split AC, R$700 package with light included, shared corridor bathrooms, elevator/portaria. Rua Amador Bueno 2-sala R$1,600 package becomes practical larger fallback.","Price anchor: R$700 package with light included; portal total shows R$701 due placeholder. Practical fallback: R$1,600 package for 2/3-sala set with AC and 1 vaga.",Price anchor has split AC; 2-sala fallback has ar-condicionado.,"Call Família/advertiser before action; verify whether R$700 micro-sala is still available, whether shared bathrooms/building hours/storage use are acceptable, and whether package really includes electricity.",P9B focused verification completed; no broad crawl; final call only if acting.,file-backed carried-forward ; P9B_focused_verified ; candidate_updated,yes,Centro vs Vila Portes; Cheapest Kitnet Near Santos; Metro Station Safety Line 1; Property Search Continuation; Sebo Inventory Florianópolis Transit,post_all_chats_citypass_leadboard_patch_v1 ; 2026-05-04_post_border_axis_extension_vFINAL,,P7-C STANDARD_PRE_ACTION_VERIFY,"Final board row retained at P7 stopline; P5-A winner-change refresh is closed. Do not act without direct listing/agent verification of availability, total monthly cost, exact address, AC claim, and block conditions.",P5-C STANDARD_PRE_ACTION_VERIFY — No winner-changing refresh needed now; do ordinary before-action verification only.,P8-3 STANDARD_PRE_ACTION_VERIFY,"standard listing/agent verification; AC evidence may exist, re-verify exact current listing before relying on it",Carried forward from P7; no new live refresh in P8 control consolidation.,,,,
